sentence,label
saniya kahi stand nahi karti  .  . beacuse she was not from our country .  .,negative
sir garbage bin wali book ka part 2 lao .  .  .  !,neutral
teri puppy ke chakr mein 2 kam ho gye >:o,negative
that look teachers give you when u go to staffroom asking for a subject teacher to correct ur marks in class test .  .  .,negative
"at the half ,  bayer leverkusen 1-0 vs bayern munchen .  let's score 2 or more in the 2nd half !  !  go munich !  !",neutral
"android 4 . 2 camera app with photo sphere now available for galaxy nexus: introduced on monday ,  android 4 . 2 bring .  .  .  http/URL",neutral
guddu ke zamane me to united pressure cooker ke ads aate the .,neutral
@someUSER 1st game in brooklyn and i want to see brook lopez,neutral
""" eleanor was just a fan when she met louis ""  it's funny bc she probaly wasnt a fan like she may have known who they were but she wasn't a fan",neutral
matlb mini dhoni ane wala hai .  most welcome,positive
thank u faizal bhai is cameo k liye xd,positive
guddu akela hi parade dekh raha hai ?  ?  ?  shan kaha hai bhai ?  ?  ?  ?,neutral
aaj border star group par aur tirangaa zee cinema par aani chaahiye .  .  .  .  .  :p,neutral
mujhe cold drink pini hai_hahaha :d,neutral
achi nature k boys hi frnd requst send kare,positive
phir aapne jo mobile number daala tha us mobile number pe ek sms me password aayega .  .  .,neutral
anyone watching the davos game ?  someone told me nash may have hurt his shoulder .  better not be true !,neutral
i'll stop loving jennette on the 31st feb .  february has only 28 days so it doesn't count .  &lt;3,positive
and the hut always look like this,neutral
aaj wala bhi cancel hua jaise :d :d :d,negative
mai hat gaya buri halat hai,negative
aur bc upar se kabhi teacher aa jaate the .  .  .  jo fat ti thi .  .  .,negative
maa naam badnam mt kro frd,neutral
super useful productive work .  diwali ki lights humse banwa ke ghar le jate the .,neutral
guddu playing bhagat singh .  .  .  .  lol,neutral
"paper finished ,  cma's over ,  blake and miranda dominated ,  accounting hw got pushed to wednesday .  going to bed happy :)",positive
kejri tu banaras aakar bole the ki banaras me hi rahunga . lakin tu chanda lekar bhag gya,negative
"contra - is game ki jitni tareef ki jaaye kum hai .  .  . lekin mere paas jo console tha usme 30 life ka code alag tha -  "" up up down down left right left right b a select start ""  .  .  .  .  .  . l power sabse ghatiya power tha .  .  .  .  . s power was the best power .  .  .  . s aur b ka combination sabse mast hota tha .  .  .  .  .  .",positive
kejriwal to 15 ko sapath lega kiran ji bipaksha ka neta chuni jaygi phir divate karegi .,positive
bhai exams chall re hai .  .  .  modd kharab na karo :/,negative
bheekh maang ke .  .  .  . bc .  .  .  .,negative
ye waali acting to hm aaj v apply krte h akdum bindaas actress h hm iz role k =p =d,neutral
yaaar aaj pahli bar mujhe meri ma yaad ni ayi .  .,positive
"@someUSER - ever hear tamias live cover of the winans  "" tomorrow """,neutral
kya  ?,neutral
"londe ko thoda bada karo ab ,  valentines day aa raha he .  .  .  .  .  .  .",positive
pakka frustated engineer hoga  !,negative
nick dekh bhai :),neutral
looks like andy the android may have had a little too much fun yesterday .  http/URL,positive
please kuch mat bolo,neutral
championship: team news: bellamy in frame for cardiff: all the team news from saturday's championship game .  .  .  http/URL #boro,neutral
@someUSER oooh nice  .  .  tis tempting to go up the lakes with my nikon  .  .  .  hmmmm i may do that  .  .,positive
"and on tuesday ,  harry redknapp distanced himself from the job following speculation he was planning talks with the club .",negative
"blog post: mtv's  "" teen mom 2 ""  returns for an intense third season with chelsea ,  jenelle ,  kailyn and leah on monday ,  .  .  .  http/URL",neutral
beta kisi aur ki entry hone de sab pata chal jaega  .  .  .  :p,neutral
"hey @someUSER i have a concert this saturday at bedolla skater boyz in alsip ,  il at 6pm .  any chance i could get you to show ?",neutral
so good yar  .  .  .  sari yada taja kar di  .  .  .  .,positive
contra mario galaxy,neutral
"@someUSER i'm a nikon guy ,  but interested in what you have to say tomorrow .  .  .",positive
who else is excited to see the boys on startalk tomorrow ?  ?  ?,positive
wide ball ki eint .,neutral
why science paper after indo pak match ?  agar india haar gayee to bachon ka mood off hoga aur exam mein lug jayegi,negative
@someUSER i'm amazed you keep coming up with new names for the league .  may want to consider formatting phil's gotw though .,neutral
ye sala kachhua sir maarte bahut hain,negative
"@someUSER ahh me too :) if you like rella you'll like  "" ny ( ned flanders) ""   .  .  .  it's the 3rd song on vol .  2 !",positive
"kuch ho na ho parents ko fluent english mein daantna zaroor aata h !   .  .  "" you stupid useless child ""  :/",positive
8 bit game kharidane k liye bahut papad belne pade the ghar walo k samne .  .  .  .  .  3:),negative
rbba sch a looser .  .  . khud nibjeet sktey to dusro ki har celebrate krne agye .  .  . uff these people,negative
i remember those ladoos nothing else .,negative
inhe kaho hindi hi better hai .  .  aise to guddu ki english aur bigad jayegi,negative
"garbage bin ,  sawaal to sahi diya hai :)",positive
powerful cartooning n concept .  .  . too good,positive
@someUSER billy cundiff .  his missed fg at the end of the 2nd quarter changed the game .  he'll never play again,negative
@someUSER we usually get president's day in february before 2 wks for spring break in march .  that'll be it til may 31 for summer break .,neutral
chutiye 70 issues to likh na paya solve kahase karega ;),negative
delhi university confessions bhai admin acha kaam kar rahe ho but achaanak kya hua phle to kya updates hote the ek dum se change gud,positive
contra mein double player khelte waqt jab kisi ki chaal khatm ho jati thi toh c ka button dabakr saath wale ki chaal utarne ka maza hi kuchh aur hua karta tha .  .  .  .,positive
koi bhi news channel laga kar dekhlo,neutral
feku ka jhutha abhiyan phir se shuru .  .  .  .  .  .  .  . ajj jhuth ki jhaadi laga de feku ne .  .,negative
watching kentucky all access makes me want it to be monday,neutral
humara scene to ulta tha .  .  .  .  .  .  .  .  .  .  .  .  . pitaji paise dete the aur maa le leti thi .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  . :p,negative
"bob marley bhi confessions send karne lag gaya is page pe  ,  kya baat hai  ,  page tarakki par hai :)",positive
pc se chipke hue h  .  .  online dekh rhe h match  .  .  bcoz of office :(,neutral
love how i skipped every category of the nta's besides the soaps .  couldn't give half a fuck if everything else went off the air tomorrow .,positive
"calling all voters ,  i'm calling on nevada , florida , ohio , tuesday night is the night u guys will i repeat will shine for the president lets go !",neutral
freedom freedom &freedom in kai jaal sai,neutral
ise kahte h super mind,positive
yr ye to filmfare bhi jeet jayega,positive
unn special seat ne to kabhi bada banne diya hi nahi .  .  .  . ab bhi unke alag hi maze hai,positive
ye pakistan k log vaise jokers bankar ku bethe h :-/ :o,negative
"i never believed in this sort of stuff but when i read it ,  i found that this is true",positive
"pyar .  .  .  .  .  .  .  .  .  .  .  .  .  mom "" s love is beyond imegination .  .  .  .  .  .",positive
luncher paaji kahan hain ?  ?  ?  bahut din se gayab hai .  .,negative
first tym laga guddu apni ma sei apni shadi ki baat kar raha hai,neutral
@someUSER also mancs going on about it was there youth/2nd team last night ? thought they put out a decent side seeing they have afc on sat,neutral
chargers may go 8-8 but that will make playoffs in afc .  .  .  nfc teams must win 10 games !  fact !  @someUSER @someUSER @someUSER @someUSER,neutral
"shit yaar .  .  .  .  .  jeans hoti toh fir bhi ek bar koshish kar sakta tha ,  shorts me toh 3:)",negative
@someUSER aas being regulated to feb i agree with you .  malcolm x being taught in 2nd grade i can go either way on .,neutral
hahaha guddu kyaa baat kahi lol :p :p,positive
tension mat lo dosto  .  .  thode din baad iska break up wala confession bhi aayega  .  .  pakka  .  .,negative
are ulta hai yeh .  .  . papa paise dete hai .  .  . mom nhi .  .  . :p,neutral
tume kya indian mila nahi,neutral
hahaha .  .  .  .  wo purane din .  .  .  .  bachhe aur school badalte hain .  .  .  par kahaani wohi rehti hai .  .  .  .,positive
ab china se darne ki jarurat nahi,positive
teri haar 1000 % pakki hai,negative
ya really mario hi hota th bar bar isme .  .  .  .  .  .  .,positive
proud of my mom for all her hard work with best business strategies to get president's circle in sage 50 for the 2nd year in a row !  wooooo !,positive
modi ke samne kejriwal (paap) kuch bhi nahi & rahul gandhi(cong . ) toh apne logon ko hi sambhal nahi paraha .  .  .  .  .  .  . so .  we want modi & bedi(bjp) in delhi,negative
sach mai school days yaad aa gaye yaar thanxxx,positive
agar kisi ke match dekhne ate hi wicket giri to hum usse pura match nahi dekhne dete .  .  ha ha,negative
u gags are lyk sweet boxes .  .  it opens all the sweetness of childhood .,positive
gurjeet singh bhai ye bhi dekh,neutral
can channing tatum be a stripper again just for me on my 18th birthday ?  !  ;),positive
india me abhi b insaniyat h very nice man,positive
sapna bhul jao,negative
free hugging day ? tapos may free kissing day ?  o . o kailan na ang malanday ?  @someUSER @someUSER,neutral
man of the millennium,positive
"what if the world could vote on nov 6 ?  france leads the obama camp ,  including britain ,  peru ,  turkey ,  india among others http/URL",neutral
to all my friends in #turkey may you all stand strong on this 89th republic day !  cumhuriyet bayraminiz kutlu olsun  !,positive
kejriwal apni emandari mat khona verna desh ki janta ab ke baad kisi politician ka faith nahi karegi,negative
police me job ke leye v paisa dena parta hai to kya apna paisa wsol nhi krege aur sarkar ka v hal aysa hi hai phele pasa krch kro bad me kmo,positive
wao hope sab ki thinking gals ke liye aise ho,positive
"hey guys tomorrow is now national ground hog day ,  i hope to see you all post about it !  !  hahahaha",positive
guddu bhai agle unit mein gaint mario nd mooon mario bhi aayega .  .  .  .  .  .  . ayyyeeeeee,neutral
nice .  .  .  . news yar,positive
"superb gag .  .  .  .  but gussa on u  ,  girls fail nhi hoti mene mario ka 8 level poora cross kiya tha  ,  contra bhi saare levels .  .  .  .  koi game nhi bacha mere hath se duck hunt k alawa .  .  .  .  ye anyaay hum nhi sahenge",negative
"yar 's' ki power se to contra me avijit rehna easy tha ,  par jis launde ne 'l' ki power pe mahaarat le li .  .  . use koi nahi haraa skta tha .  shabash guddu (y)",positive
with in 4 days two plane (mig-21 and mig-27) crashed .  pm and his cabinet don't even uttered a single word .  rallies are more important than pilots .  all the resources of govt of india engaged by bjp in delhi elections,negative
"a delayed marksheet from cbse and the stupid policies of the university have completely ruined my career  .   .  my revised marksheet had an increase of more than 20 marks making my percentage so good that i had cleared the cut off of st stephens also for certain subjects  .  however i still couldn't make it to the college of my choice  .  two of the top 5 colleges of the uni which i went to refused to admit me saying that general quota has been over admitted already we are open only for reserved classes now  .  .  from begging to requesting  ,  appealing and even showing them the section in the du prospectus which clearly states that revised mark sheets will be considered ( it doesn't mention anything about over admission or any other condition  ?  ) speaking to hod's  ,  principals and other officials i did every possible thing  .  however all efforts went waste  .   .  today i am stuck in an off campus college which has no infrastructure no teacher's and is practically in the middle of nowhere  .  and most people of du dont even know this college exists  .  .  .  .",negative
@someUSER 1/2 white ?  does'nt matter;malcolm x may hv been as well . still no specifics . u ppl don't hv ideas except make bombs killem all,negative
@someUSER : bhai kendriya vidyalaya se lagtey ho :),neutral
"filming all day tomorrow ,  i need rest .  .  .  but i need to finish act of valor",neutral
mera sweater to mom ne inna heavy banwaya tha k wo mujhse/mere frnds se b ni nikalta tha,negative
wow .  .  !  !  users now get free mobile recharge of rs . 350 in just 2 minutes .,positive
gohr kalyug hai,neutral
kya aap party gomata ki rksha kregi,neutral
he has the one .  .  .  .  .  . who run from delhi ncr (centre)  .  .  .  .  .  .  . we can't do believe on u kejri,negative
"bhai tu jo bhi hai ,  par jo bhi tu post krta h ,  sidha dil tak aati hai .  .  .  .  .  .  lag raha bhai aise hi .  .  .  .",positive
bhai kuzliwal to ek kaam bhe nahi kar sakta ab tak bus logo ko gumraha he kara hai,negative
"on february 13th .   "" desperation day ""  a magical night ,  when a ten has the self-esteem of a four and the depraved enthusiasm of a two .  :bd",neutral
chalk to kursi pe design banane me khatam ho jati thi :) pichwade par design dekh kar ke to mja hi aa jata tha :p,neutral
a jo comment krne ko socho wo pehle hi kar diya fehta hai kisi ne .  .  aur wo bhi 50+ likes k sath :d,neutral
"it's wednesday  !  @someUSER  "" wookiee photo ""  funny  !  @someUSER - what makes you beautiful - one direction cover: http/URL",positive
"guddu bechara ,  cold ka maara .  .  .  .  .  .  .  .  .  ise chahiye hamdard ka chinkara .  .  ;)",neutral
iss bar nehi jeet sakenge paki bat hai,negative
saaala free aata tha  .  .,positive
lo aa gaye bhagwan !,neutral
engineer tha,neutral
i may be a little too optimistic but i think the browns vex themselves of the baltimore curse and beat the ravens .  maybe its just me lol,positive
@someUSER i think this kid is a wrestler ?  !  ?  imaaa talk to you tomorrow about it !,neutral
sala offc me :( bus aaj bhuk bahut lagegi canteen jana dpaega har 30 min me :p,neutral
talkin with procter&amp;gamble sound like its the move to make .  . but well see come thursday for this career fair,positive
khurapati dimag,positive
"fuck you ,  band that covered it on friday night ,  and fuck you ricky martin for existing in the first place you big jerk .",negative
modi agla sarkari vacation kaha ka hai,neutral
yaad aayi school ki english class jahaan english mein baatcheet compulsory thee aur poore period pin drop sannata hota tha otherwise kanjarkhana hota tha .,neutral
"kya time yaad dila diya yaar tuney .  main to hamesha agey hi khada hota tha ,  jab se hosh sambhala :d",positive
dhoni ka sala h . in sb ki bure days aane wale h .,negative
anushka virat ka 1 run dekhne k liye india se sydney tak chali aayi .  .  .  this is what true luv is :p,positive
drapan nhi darpan hota h .  . aapki hindi kamzor h,negative
durdarshan wah wah  .  .  .  .,positive
dalken with rbi single to rf scores cofield from second .  jags lead 11-3 with 2 out in the 9th .  troy pitching change coming up .,neutral
safe and sound at #flibs we'll be all over the docks tomorrow !,positive
delhi university confessions ki jagah miranda house confessions rakh yaar tu is page ka naam  .  .  .,neutral
sapna so,neutral
"two worst players in plus/minus right now for okc are serge ibaka and kendrick perkins .  stat may be soft ,  but it matches the eyes .",neutral
"going to healthy kids day: cover the kids  .  .  .  at boys &amp; girls club - teichert branch on sat ,  nov 3 http/URL",neutral
kya gag bnate ho bhai .  .  . ek bar kya .  . har bar aankho me aasu aa jate he :d,positive
anna ji aap bhi samajseva chour ke aap party me samil ho jaiye .  .  .,neutral
bjp takes donation from corporate to work for corporate .,positive
world cup ke baad isko pata chalega,neutral
"norv turner calls a play action pass on 1st &amp; goal at the half-yard line ,  rivers throws a pick .  #chargers",neutral
records on the line as world cup race resumes - fabio capello's russia face portugal in the pick of friday's 2014 fi .  .  .  http/URL,neutral
"i love the  "" on time ""  part=&gt; @someUSER axl rose shows up on time ,  gives jimmy kimmel 1st live tv interview in 20 years http/URL",positive
"sir .  . samay ke sath sari ummide bujhti ja rahi ,",negative
ye kaam to humne age ki line ke bachcho pe chod rakha tha .  .  .,neutral
yeh karke anna ne saabith kiya ke woh fascist nahi hai .  .  .  .  .,positive
sahi hai boss .  .  .  .  . roadies salute .  .  .  !  !  !  !,positive
hanging with katie &amp; making fun of okc tropes .  this is an awesome thursday night .,positive
"rehearsing for nov 6  "" @someUSER just called jim leyland to congratulate new york giants on their victorious baseball match #sfgchamps #p2",positive
bhai mere .  .  1 no .  .  .  .  .  . but .  .  9 in one .  .  mario is always true .  .  island .  .  .  etc,positive
kasam se hm to kabhi fail na ho aise school me :d,positive
"repio ceo neil cox is speaking at chicago's social media week tomorrow about  "" social media &amp; the changing face of employment - check it .  .  .",neutral
the best thing about a thursday night is definitely celebrity juice #hilarious,positive
pradeep tiwari tumhare liye special  .  .  .,neutral
looking for something to do this weekend in cny ?  here are the best bets: thursday: rapper wiz khalifa will headl .  .  .  http/URL,positive
lots of fun this weekend .  we're at the mardis gras casino friday night from 8 to midnight .  then on sunday .  .  .  http/URL,positive
"@someUSER @someUSER @someUSER keep yr eyes open for incursion .  it may not be spartacus ,  but it's going to be out of this world :-)",positive
guddu ab jawan ho gaya :d,positive
bura to tab lagta tha jab koi tok deta tha .  .  . itna bada ho gaya abhi bhi mummy ki godi me baithata hai :(,negative
ye sarkari school hai bhai isme iae hi hota hai kam,neutral
kam se kam chalk to le aya .  .  .  nahi to khali haath hi .  .  sir khatam ho gyi .  .  .,negative
student 3 aur school bag 2  .  .  .  . bahot na .  .  . insaafi hai ye .  .  .,negative
good hai .  .  .  . kya mast naam dhunda hai .  .  .  .  .  .  .  :d :p :d :p,positive
oye rang de basanti ki dialogue,neutral
guddu : lagta hai kachua sir ko apne bache hue baalo se moh nhi hai .  .  .  inka kuch karna padega .  .  .  ;),negative
mere pas abhi b 2 video games or kai cassettes h .  .  .,neutral
aane de election  .  .  .  priyanka gandhi agr khadi hue mere yahan se toh he vote dunga wrna nahi dene wala  .  .  .,negative
"@someUSER the 1971 act lumps it in with president's day and other  "" monday ""  holidays so that federal employees get a 3 day weekend",neutral
pbr &amp; @someUSER bring you jim white at the @someUSER lounge on october 23rd at 7 pm !  http/URL,neutral
free car,positive
"interview at kfc tomorrow ,  how the fuck i'm going to understand a single work said idek ,  i hardly understood the interview set up",negative
i heard that @someUSER is on jonathan ross sat .  i'm gearing up for the super pout .,positive
"hey everyone !  who's excited for cosplay casino night tomorrow ?  !  it's in the center for social justice ,  at our .  .  .  http/URL",positive
"dirty jim had to close that one out .  if not ,  he may have started hearing comparisons to cundiff in this town .",neutral
ye sala hai hi congress ka chmacha,negative
"another awesome tweetup (this time in cebu) with a rafa-tard !  great meeting you @someUSER thank you !  see you ,  monday .  zubuchon on us !  !  !",positive
subak subak :'( :p,negative
yes i love it,positive
"@someUSER he bet me 5 bucks the lions would make the superbowl ,  and he also thinks the superbowl is on monday",neutral
"aesi hota h :d real story :p bach gae betta  ,  mai to mast ek chata to maarti hi ;) coz grls majority :d",positive
sukun mila  .  . bade dino baad udbilao aur luncher paji ko dekh k .  .  .,positive
"i so love this page yaar ,  ise daily bana do ,  roj ek cartoon to mazaa aa jaaye .",neutral
january jones in jason wu: usually i adore january's red carpet looks but this isn't for me .  nude with black mesh =meh http/URL,negative
bhai sahab .  .  .  guddu ne jism movie dekhli lagta hai :),positive
bhai sab cover kar liya ek hi gag ne  .  .  mario ki stages .  .  and mungerilaal ke haseen sapne  .  .  raghubeer yadav ne kiya tha vo rol hahahahaha,positive
mubarak ho baccha hua h,positive
"drum stream scheduled for tomorrow postponed til next saturday on the 3rd of november .  until then ,  a diablo iii stream !  http/URL",neutral
watching this drew peterson movie on lifetime just to spark conversation in miss mapes class tomorrow @someUSER @someUSER,neutral
"@someUSER follow @someUSER and meet her on november 26 ,  she'll be at the bell center by 4:00 pm .  please fredo .",neutral
bhawnao me beh gya londa :p,neutral
main 20 saal ka ho gaya ek bhi girlfriend nahi aur tune 4th me hi bana li kamine  .,negative
"14 feb 2011 -  "" happy valentine's day everybody .  i'm going to buy cookies and stuff myself full .  -",positive
har har kejariwal,positive
"what's the difference in a  "" vow ""  (http/URL and a  "" promise ""  (http/URL @someUSER #tcot",neutral
mai toh jaan bujhke chalk chupa deta tha .  taake teacher office se chalk lane ko bole .  .  :),neutral
"europe aa prices may firm on asian supply ,  but not in q4 - buyers: london (icis)--buyers in the european a .  .  .  http/URL #icis",neutral
egypt&amp;#039;s new president mohamed morsi on monday described the relationship between the u . s .  and egypt as some  .  .  .  http/URL,neutral
ohhhh hooooo blind bhakt .  .,negative
kejariwal ko guddu se nautanki ki classes leni chahiye .  .  .  .  . :-(,negative
dive deep into the worlds of stefan struve and stipe miocic leading to their fuel tv main event this saturday .  http/URL,neutral
awesome yr bro .  .  .  .  love u mumma,positive
world bachch raoyega to dhoni match ke maidan me royenge,negative
""" avril lavigne is having a concert tomorrow night in the park .  sonic's opening for her .  you wanna come ?  """,neutral
dad: what are you going to do in athens tomorrow ?  me: nothing .  dad: oh .  ok .  have fun .  i like my father .,positive
"just met with cj ,  banjo player in @someUSER come out to neighborhood theatre on june 23rd for the concert !  you won't want to miss it !  !",positive
centre for social justice report on gangs - one year after the riots .  http/URL #d policy may have exacerbated problems .,negative
gud luck sir ji,positive
jo  .  .  .  .  haraam ki kha raha hai wo congress k gunn gaa raha hai  .  .  .  !  !,negative
"@someUSER on september 5th ,  the finder reaches italian tv (with the worst title translation ever) .  finally !  !  !  :d #finder #risolutore #sky",positive
rula diya yaar sachhi me :(,negative
"top 5 upcoming games for the playstation vita: after a slow start back in march ,  the playstation vita has  .  .  .  http/URL - n4g",neutral
"stop that my dude .  .  .  "" @someUSER dook football ,  even the sun shines on a dog's a$$ some days .  #unc """,negative
jhuta ak49,negative
jhootha kejri .  .  .  i don't like u,negative
"mai to itne games me b bas ninja turtles ,  street fighter ,  car race and mario khel kar khush tha baki games par dhyan dene ka tym kiske pas tha :-d",positive
"jaan khatrey mein ho ,  toh oscar bhi duur nahi .  .",neutral
"just finished watching  "" the vow ""  for the 5th time .",neutral
"jo hua is sad , lekin pakistan me hua to mai khush hua  .",negative
"seriously  ,  and now my daughter wo bhi aise hi karti hai",neutral
where is lokpaal,neutral
achha bhawna tab to ayisa mai bhi karta hu,positive
how about giving delhi as independent status .  ye kaise rahega ?,neutral
aaj pata chala ki melody itni chocolaty kyun hai  .  .  :p,neutral
just watched the haye - chisora fight from saturday night .  haye smashed it .  #boxing,neutral
this is fantastic,positive
u r great jahapanah :-d,positive
i need a shower and to start getting ready but i'm just sat in bed blogging and watching celebrity juice,neutral
onley aap,positive
"guddu ,  pamela k naag paash meh jakda gaya hai .  .  .  .  .  . beta ab tumse na ho payega ;)",negative
great seeing u .  i'm host of google+ hangout #romneyrally wednesday of u want invite let me know #lynndebate @someUSER,positive
kachua sir double retirement ki age par pahunch gaye honge ab to :d :d,positive
"q98 presents: dethklok with machine head ,  all that remains ,  and black dahlia murder !  tuesday ,  november 13th at .  .  .  http/URL",neutral
wicketkeeping krte hue pitajik gloves pehen k badhiya feel aata tha,positive
ya class me padhte waqt -_-,negative
well being a general candidate you wouldnt had any option to lie on the basis of that only one examination  .  .  such is life for general candidates :-(,negative
shadi karne me hart attack kaise aa gaya,negative
jaldi do paiso ki bahut need hai modi g,neutral
"@someUSER you need to go in february during mardis gras week .  no crowds ,  beautiful weather !",positive
arianators please help me .  i'm a girl who's body is very sore and just asking for ariana &amp; jennette's goodluck for tomorrow .  please :(,negative
ha ha .  .  .  sapne me hi aakhir is bahucharchit shama k launde ne apne khaandaan ka naam duba hi diya .  .  ab koi na kahega ki sharma jee k launde ko dekho .  .  aur ek tum ho .  .  .  ha ha ha,negative
ek per dusre chade raho desh gaya bhand maine,negative
hahaha so true !,positive
hahahhaha .  .  .  .  yaaarr isne to school yaad dila diya :d,positive
"abki bar kitne dino mein bhagoge sirg .  .  . mera last vote apko tha .  .  ,  kharab karwa diya .  .  . re election also increases inflation n price rise",negative
hahahahah .  .  agree  !  !,positive
ghanta milegi khusi,negative
haha .  .  . bilkul correct  .  .  . :d,positive
l ki power :p  .  .  .  m/l/f sabse bakwas thi .  .  .  goliyo ki pichkari to s power se hoti thi .  .  .,negative
bahut khub mere bhai .  .  . :),positive
watched the wiggles for the 1st time .  was embarrassed for those men &amp; then i remembered that they are probably filthy rich .  #parenting,negative
why not 700 sir  ?  bakloli hi toh karni hai,negative
@someUSER @someUSER 3rd ?  ?  !  :o where have i been i thought careless world was the 1st one .  no ?,negative
sir aap jeet rhay ho,positive
"yaaar guddu ,  tuney to apne section ki izzat mitti mei milaadi dusre section se chalk maang k .  .  .",negative
"even though you knew your dad isnt that well off  ,  you still demanded a galaxy s and a laptop  .  thats really amazing you know  .  .",negative
kripyaa .  .  apki gf aesi u6al kud karne vali ho to propose karte vakt ku6 safe jagah dhundhe .  .  :p,neutral
sahi hai bachpan yaad aa gya  .  .  .  .  always mom dad gives their best to children :),positive
virodh party majbut ho tab kam banta he,positive
oh good news modi kitna na mard he  .  ek kejriwal ko rokne ke liye saare bjp ke neta lagaya,negative
"go try and win a ps vita at the lollipop chainsaw event at fish &amp; co .  @ glasshouse .  you may get bitten by zombies ,  but it's a ps vita !",neutral
i have the same birthday as both anderson cooper and nadal .  june 3rd is an awesome day i guess !,positive
"@someUSER congratulations kendall in germany it is 7 clock friday november 2 ,  so happy b-day",positive
modi fekte hi rahoge kya ?,neutral
main scooter ke aage khadi hoti thi .  .  . to papa samne dekh nhi pate the .  . hehehe,positive
hahaha  .  .  .  sambhal ke  .  .  .  rocket kahin andar na chala jaye amla ke  .  .  .  .  pant mein ;) :d,neutral
a big congrats to kevin mccarthy who was victorious on saturday in the presidents day comp with a fine performance of very steady golf .,positive
ye to andar ki bhawnaye hoti hain jo umad umad ke bahar ati hain,neutral
"mere aas paas kuch ka tv kharab h aur meri kismat ,",negative
"ham ramzaado aur vikaszaado ko hi vote denge ,  haraamzaadon (sp ,  bsp ,  aap ,  congress ,  tmc .  .  .  . etc) ko kabhi nahi .",negative
hahaha .  . exactly,positive
mere master g muzhe danda laane k liye bhejte they  .  .  .  .  jb period khatam hota mai tb danda leke aata tha :) :),positive
"yeah bro  .  dont lose hope  .  believe that you can fall in love again and with a different person  .  once you find love again  ,  you will forget this girl",positive
tuesday is my sixteen hour day and i'm still up .  .  .,neutral
udbilaao bechara laat-ghuse kha raha hai aur luncher paji ussi ke chips hazam kr raha hai .  . :d,neutral
amit ji ke baal safed ho gaye hain .  jawaani aane se pehle dhal gayi,negative
agar desh & delhi ko bachana hai mere pyare sathio to kewal modiji aur modiji hi bacha sakte hai kewal aapsabhi b j p ko vote de mai ek fouji hun aur main achhaee tarah se samjha sakta hu ki is desh ka vikas kewal modisir kar sakte hai aur fir aapsabhi delhi ke bhaieo se meri hath jodker prathana hai ki bjp ko vote de jai hind,positive
bhakt to kah rahe the ki rail ka kiraya badha hai to modi ji railway station mein airport jaisi suvidha degein .,negative
""" bharva bhindi ""  nahi bhare huye bhindi .  .  .  .  jeez ,  common sense aajkal superpower ho gayi hai  !  !",negative
"laura wright ,  gareth malone ,  noah stewart and margherita taylor attend the classic brit awards launch ,  september 6",neutral
meanwhile in an alternate universe :d,negative
rite hai boss,positive
bohot kam baar chalta hai ye bahana bhi .,negative
superr se uperrrrr (y) missng home,positive
watchin step up &lt;3 the 1st one is the best with channing tatum as the main guy &gt;&gt;&gt;,positive
"chahe football ho ya cricket apan ko to bus khaane se matlab ,  luncher paji",neutral
another saturday where it seems like plan b is gonna take over .,neutral
computer wale se milo yaro,neutral
aap zindabad,positive
gaddar kejriwal,negative
nothng can beat this :*,positive
replublic day pt- pared pe bhi koi gag chipkaye hote ho aanand aa jata .  .,positive
i have peed in the sac swimming pool several times after realizing that a lot of swimmers do it too  .  .  .,negative
i'm excited for trunk or treat tomorrow (nov 2) night at the boys and girls club in pottstown .  it will start at .  .  .  http/URL,positive
bhag kejriwal bhag: u invited koran for debate i invited u for debate i hope u accept,neutral
@someUSER guess who's going to your december 3rd concert at msg !  #thisgirl,neutral
lol  .  .  .  .  har movie me hero ka ek sapna hota hai canada jake taxi chalane ka :d,positive
jaisi karni waisi bharni  .  .  .,negative
kejriwalji .  .  .  .  .  agar aap cm bangaye to kitne din me istifa doge  .  .  . ye bhi apne manifesto me daal do .  .  .,negative
hahaha shan ko dekh kr school ke din yaad aagaye  .  .  .  .  .  .  .,neutral
valentine's day by linkin park may not be the newest song but it's one of the best,positive
going to try &amp; watch act of valor for the 2nd time .  the part i seen are pretty bad ass,negative
"jimmy kimmel live - axl rose ,  part 1: part 1 of jimmy kimmel's interview with axl rose . added: thu oct 25 11:02:2 .  .  .  http/URL",neutral
friday is the last day to early vote in maryland .  i'm4q6 .  please join me and vote for question 6 .  #votefor6,neutral
7-8 months sa kiski sarkar ha ?  aga to fir wo log manmani karanga .  abhi to state nd center dono unka pas ha  .,neutral
"pierce the veilrt @someUSER miss may irt @someUSER lagu demen bullet for my valentine ,  hbu  ?  ?",neutral
one more day left in iqaluit .  back home in ottawa tomorrow,neutral
friday- to jack in the box then party at her house .  saturday- go to the park and live up the yolo life xd .  sunday- watch movies c:,neutral
"ryan reynolds may be back for a prequel or sequel to safe house ,  with or without denzel washington .  script is in the works .",neutral
waise paison k liye ye lines sirf hum ladko ko sunni padti thi .  .  .  betiyon ko to bas farmaish krte hi paise mil jate the .  .  .  or aaj bhi unhe demand krte hi pasie mil jate hai .  .  .,negative
@someUSER yea i was just thinking that !  btw reece is going to be in kyle and jackie o tomorrow i think .  .  .  .  in the studio,neutral
huh farzi :/ the worst thing is to sit around and watch tv at new year eve .  .  .  .,negative
